
############################
training zipper
############################

Type : zipper Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.31414, avg_reader_cost: 3.22686 sec, avg_batch_cost: 3.35371 sec, avg_samples: 96.0, avg_ips: 28.62505 images/sec.
Type : zipper Train [ Epoch 166/256 iter 2 ] lr: 0.00577, loss: 0.15156, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11344 sec, avg_samples: 96.0, avg_ips: 846.29230 images/sec.
Type : zipper Train [ Epoch 166/256 iter 3 ] lr: 0.00577, loss: 0.06354, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.07289 sec, avg_samples: 48.0, avg_ips: 658.52400 images/sec.
Type : zipper Train [ Epoch 167/256 iter 1 ] lr: 0.00606, loss: 0.04654, avg_reader_cost: 2.35938 sec, avg_batch_cost: 2.47377 sec, avg_samples: 96.0, avg_ips: 38.80718 images/sec.
Type : zipper Train [ Epoch 167/256 iter 2 ] lr: 0.00606, loss: 0.06615, avg_reader_cost: 0.00046 sec, avg_batch_cost: 0.11320 sec, avg_samples: 96.0, avg_ips: 848.03906 images/sec.
Type : zipper Train [ Epoch 167/256 iter 3 ] lr: 0.00606, loss: 0.11185, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.07040 sec, avg_samples: 48.0, avg_ips: 681.81126 images/sec.
Type : zipper Train [ Epoch 168/256 iter 1 ] lr: 0.00636, loss: 0.11202, avg_reader_cost: 2.31222 sec, avg_batch_cost: 2.42646 sec, avg_samples: 96.0, avg_ips: 39.56382 images/sec.
Type : zipper Train [ Epoch 168/256 iter 2 ] lr: 0.00636, loss: 0.06724, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.11446 sec, avg_samples: 96.0, avg_ips: 838.72800 images/sec.
Type : zipper Train [ Epoch 168/256 iter 3 ] lr: 0.00636, loss: 0.15393, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.07277 sec, avg_samples: 48.0, avg_ips: 659.62221 images/sec.
Type : zipper Test [ Epoch 168/256 ] test_cost: 5.810891 sec max_auc: 1.00000 roc_auc : 0.999212.
Type : zipper Train [ Epoch 169/256 iter 1 ] lr: 0.00667, loss: 0.05586, avg_reader_cost: 2.06033 sec, avg_batch_cost: 2.17381 sec, avg_samples: 96.0, avg_ips: 44.16205 images/sec.
Type : zipper Train [ Epoch 169/256 iter 2 ] lr: 0.00667, loss: 0.09956, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11223 sec, avg_samples: 96.0, avg_ips: 855.40032 images/sec.
Type : zipper Train [ Epoch 169/256 iter 3 ] lr: 0.00667, loss: 0.08814, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.07034 sec, avg_samples: 48.0, avg_ips: 682.38438 images/sec.
Type : zipper Train [ Epoch 170/256 iter 1 ] lr: 0.00698, loss: 0.11392, avg_reader_cost: 1.70670 sec, avg_batch_cost: 1.81975 sec, avg_samples: 96.0, avg_ips: 52.75443 images/sec.
Type : zipper Train [ Epoch 170/256 iter 2 ] lr: 0.00698, loss: 0.09549, avg_reader_cost: 0.12903 sec, avg_batch_cost: 0.24111 sec, avg_samples: 96.0, avg_ips: 398.16467 images/sec.
Type : zipper Train [ Epoch 170/256 iter 3 ] lr: 0.00698, loss: 0.15016, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.07302 sec, avg_samples: 48.0, avg_ips: 657.38007 images/sec.
Type : zipper Train [ Epoch 171/256 iter 1 ] lr: 0.00729, loss: 0.05837, avg_reader_cost: 1.73903 sec, avg_batch_cost: 1.85100 sec, avg_samples: 96.0, avg_ips: 51.86400 images/sec.
Type : zipper Train [ Epoch 171/256 iter 2 ] lr: 0.00729, loss: 0.14817, avg_reader_cost: 0.17285 sec, avg_batch_cost: 0.28478 sec, avg_samples: 96.0, avg_ips: 337.09693 images/sec.
Type : zipper Train [ Epoch 171/256 iter 3 ] lr: 0.00729, loss: 0.05285, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.07130 sec, avg_samples: 48.0, avg_ips: 673.22050 images/sec.
Type : zipper Train [ Epoch 172/256 iter 1 ] lr: 0.00761, loss: 0.14569, avg_reader_cost: 2.24093 sec, avg_batch_cost: 2.35637 sec, avg_samples: 96.0, avg_ips: 40.74070 images/sec.
Type : zipper Train [ Epoch 172/256 iter 2 ] lr: 0.00761, loss: 0.06187, avg_reader_cost: 0.00114 sec, avg_batch_cost: 0.11548 sec, avg_samples: 96.0, avg_ips: 831.32347 images/sec.
Type : zipper Train [ Epoch 172/256 iter 3 ] lr: 0.00761, loss: 0.05675, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.07274 sec, avg_samples: 48.0, avg_ips: 659.84921 images/sec.
Type : zipper Train [ Epoch 173/256 iter 1 ] lr: 0.00793, loss: 0.08828, avg_reader_cost: 2.41741 sec, avg_batch_cost: 2.53152 sec, avg_samples: 96.0, avg_ips: 37.92192 images/sec.
Type : zipper Train [ Epoch 173/256 iter 2 ] lr: 0.00793, loss: 0.06934, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.11348 sec, avg_samples: 96.0, avg_ips: 845.93138 images/sec.
Type : zipper Train [ Epoch 173/256 iter 3 ] lr: 0.00793, loss: 0.10895, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.07219 sec, avg_samples: 48.0, avg_ips: 664.95773 images/sec.
Type : zipper Train [ Epoch 174/256 iter 1 ] lr: 0.00826, loss: 0.08037, avg_reader_cost: 2.48399 sec, avg_batch_cost: 2.59722 sec, avg_samples: 96.0, avg_ips: 36.96263 images/sec.
Type : zipper Train [ Epoch 174/256 iter 2 ] lr: 0.00826, loss: 0.12812, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11243 sec, avg_samples: 96.0, avg_ips: 853.87839 images/sec.
Type : zipper Train [ Epoch 174/256 iter 3 ] lr: 0.00826, loss: 0.09257, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.07142 sec, avg_samples: 48.0, avg_ips: 672.06538 images/sec.
Type : zipper Train [ Epoch 175/256 iter 1 ] lr: 0.00859, loss: 0.11223, avg_reader_cost: 2.23617 sec, avg_batch_cost: 2.35155 sec, avg_samples: 96.0, avg_ips: 40.82414 images/sec.
Type : zipper Train [ Epoch 175/256 iter 2 ] lr: 0.00859, loss: 0.10925, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11195 sec, avg_samples: 96.0, avg_ips: 857.53907 images/sec.
Type : zipper Train [ Epoch 175/256 iter 3 ] lr: 0.00859, loss: 0.14257, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.07276 sec, avg_samples: 48.0, avg_ips: 659.65895 images/sec.
Type : zipper Train [ Epoch 176/256 iter 1 ] lr: 0.00892, loss: 0.11654, avg_reader_cost: 1.70433 sec, avg_batch_cost: 1.81713 sec, avg_samples: 96.0, avg_ips: 52.83044 images/sec.
Type : zipper Train [ Epoch 176/256 iter 2 ] lr: 0.00892, loss: 0.11792, avg_reader_cost: 0.16050 sec, avg_batch_cost: 0.27504 sec, avg_samples: 96.0, avg_ips: 349.03390 images/sec.
Type : zipper Train [ Epoch 176/256 iter 3 ] lr: 0.00892, loss: 0.08281, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.07115 sec, avg_samples: 48.0, avg_ips: 674.63497 images/sec.
Type : zipper Test [ Epoch 176/256 ] test_cost: 5.982685 sec max_auc: 1.00000 roc_auc : 0.998424.
Type : zipper Train [ Epoch 177/256 iter 1 ] lr: 0.00926, loss: 0.10470, avg_reader_cost: 2.36209 sec, avg_batch_cost: 2.47729 sec, avg_samples: 96.0, avg_ips: 38.75210 images/sec.
Type : zipper Train [ Epoch 177/256 iter 2 ] lr: 0.00926, loss: 0.08398, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11348 sec, avg_samples: 96.0, avg_ips: 845.96692 images/sec.
Type : zipper Train [ Epoch 177/256 iter 3 ] lr: 0.00926, loss: 0.10108, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.07392 sec, avg_samples: 48.0, avg_ips: 649.32123 images/sec.
Type : zipper Train [ Epoch 178/256 iter 1 ] lr: 0.00960, loss: 0.06257, avg_reader_cost: 2.50702 sec, avg_batch_cost: 2.62119 sec, avg_samples: 96.0, avg_ips: 36.62455 images/sec.
Type : zipper Train [ Epoch 178/256 iter 2 ] lr: 0.00960, loss: 0.07412, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11444 sec, avg_samples: 96.0, avg_ips: 838.83808 images/sec.
Type : zipper Train [ Epoch 178/256 iter 3 ] lr: 0.00960, loss: 0.14248, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.07183 sec, avg_samples: 48.0, avg_ips: 668.24637 images/sec.
Type : zipper Train [ Epoch 179/256 iter 1 ] lr: 0.00995, loss: 0.08642, avg_reader_cost: 2.39993 sec, avg_batch_cost: 2.51696 sec, avg_samples: 96.0, avg_ips: 38.14125 images/sec.
Type : zipper Train [ Epoch 179/256 iter 2 ] lr: 0.00995, loss: 0.04764, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.11814 sec, avg_samples: 96.0, avg_ips: 812.58387 images/sec.
Type : zipper Train [ Epoch 179/256 iter 3 ] lr: 0.00995, loss: 0.11278, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.07152 sec, avg_samples: 48.0, avg_ips: 671.12891 images/sec.
Type : zipper Train [ Epoch 180/256 iter 1 ] lr: 0.01029, loss: 0.09785, avg_reader_cost: 2.38278 sec, avg_batch_cost: 2.49782 sec, avg_samples: 96.0, avg_ips: 38.43359 images/sec.
Type : zipper Train [ Epoch 180/256 iter 2 ] lr: 0.01029, loss: 0.12329, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.12505 sec, avg_samples: 96.0, avg_ips: 767.70275 images/sec.
Type : zipper Train [ Epoch 180/256 iter 3 ] lr: 0.01029, loss: 0.17281, avg_reader_cost: 0.00047 sec, avg_batch_cost: 0.07498 sec, avg_samples: 48.0, avg_ips: 640.19700 images/sec.
Type : zipper Train [ Epoch 181/256 iter 1 ] lr: 0.01065, loss: 0.14512, avg_reader_cost: 2.42637 sec, avg_batch_cost: 2.54095 sec, avg_samples: 96.0, avg_ips: 37.78118 images/sec.
Type : zipper Train [ Epoch 181/256 iter 2 ] lr: 0.01065, loss: 0.09239, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11696 sec, avg_samples: 96.0, avg_ips: 820.79811 images/sec.
Type : zipper Train [ Epoch 181/256 iter 3 ] lr: 0.01065, loss: 0.07402, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.07347 sec, avg_samples: 48.0, avg_ips: 653.29294 images/sec.
Type : zipper Train [ Epoch 182/256 iter 1 ] lr: 0.01100, loss: 0.08361, avg_reader_cost: 2.54650 sec, avg_batch_cost: 2.66065 sec, avg_samples: 96.0, avg_ips: 36.08146 images/sec.
Type : zipper Train [ Epoch 182/256 iter 2 ] lr: 0.01100, loss: 0.07481, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11167 sec, avg_samples: 96.0, avg_ips: 859.66101 images/sec.
Type : zipper Train [ Epoch 182/256 iter 3 ] lr: 0.01100, loss: 0.10872, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.07227 sec, avg_samples: 48.0, avg_ips: 664.13953 images/sec.
Type : zipper Train [ Epoch 183/256 iter 1 ] lr: 0.01136, loss: 0.15607, avg_reader_cost: 1.77041 sec, avg_batch_cost: 1.88169 sec, avg_samples: 96.0, avg_ips: 51.01790 images/sec.
Type : zipper Train [ Epoch 183/256 iter 2 ] lr: 0.01136, loss: 0.10882, avg_reader_cost: 0.05509 sec, avg_batch_cost: 0.17015 sec, avg_samples: 96.0, avg_ips: 564.21029 images/sec.
Type : zipper Train [ Epoch 183/256 iter 3 ] lr: 0.01136, loss: 0.15070, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.07286 sec, avg_samples: 48.0, avg_ips: 658.82785 images/sec.
Type : zipper Train [ Epoch 184/256 iter 1 ] lr: 0.01171, loss: 0.11500, avg_reader_cost: 2.06045 sec, avg_batch_cost: 2.17330 sec, avg_samples: 96.0, avg_ips: 44.17249 images/sec.
Type : zipper Train [ Epoch 184/256 iter 2 ] lr: 0.01171, loss: 0.06824, avg_reader_cost: 0.05027 sec, avg_batch_cost: 0.16437 sec, avg_samples: 96.0, avg_ips: 584.03696 images/sec.
Type : zipper Train [ Epoch 184/256 iter 3 ] lr: 0.01171, loss: 0.16195, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.07298 sec, avg_samples: 48.0, avg_ips: 657.68502 images/sec.
Type : zipper Test [ Epoch 184/256 ] test_cost: 5.783539 sec max_auc: 1.00000 roc_auc : 0.992384.
Type : zipper Train [ Epoch 185/256 iter 1 ] lr: 0.01207, loss: 0.11913, avg_reader_cost: 2.45090 sec, avg_batch_cost: 2.56514 sec, avg_samples: 96.0, avg_ips: 37.42484 images/sec.
Type : zipper Train [ Epoch 185/256 iter 2 ] lr: 0.01207, loss: 0.08643, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.11404 sec, avg_samples: 96.0, avg_ips: 841.82120 images/sec.
Type : zipper Train [ Epoch 185/256 iter 3 ] lr: 0.01207, loss: 0.11222, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.07133 sec, avg_samples: 48.0, avg_ips: 672.89199 images/sec.
Type : zipper Train [ Epoch 186/256 iter 1 ] lr: 0.01244, loss: 0.11663, avg_reader_cost: 2.48374 sec, avg_batch_cost: 2.59960 sec, avg_samples: 96.0, avg_ips: 36.92876 images/sec.
Type : zipper Train [ Epoch 186/256 iter 2 ] lr: 0.01244, loss: 0.09274, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11257 sec, avg_samples: 96.0, avg_ips: 852.76803 images/sec.
Type : zipper Train [ Epoch 186/256 iter 3 ] lr: 0.01244, loss: 0.10581, avg_reader_cost: 0.00033 sec, avg_batch_cost: 0.07750 sec, avg_samples: 48.0, avg_ips: 619.37877 images/sec.
Type : zipper Train [ Epoch 187/256 iter 1 ] lr: 0.01280, loss: 0.06213, avg_reader_cost: 2.42055 sec, avg_batch_cost: 2.53813 sec, avg_samples: 96.0, avg_ips: 37.82308 images/sec.
Type : zipper Train [ Epoch 187/256 iter 2 ] lr: 0.01280, loss: 0.17762, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.11443 sec, avg_samples: 96.0, avg_ips: 838.91848 images/sec.
Type : zipper Train [ Epoch 187/256 iter 3 ] lr: 0.01280, loss: 0.13704, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.07247 sec, avg_samples: 48.0, avg_ips: 662.35657 images/sec.
Type : zipper Train [ Epoch 188/256 iter 1 ] lr: 0.01316, loss: 0.18107, avg_reader_cost: 2.72115 sec, avg_batch_cost: 2.84111 sec, avg_samples: 96.0, avg_ips: 33.78958 images/sec.
Type : zipper Train [ Epoch 188/256 iter 2 ] lr: 0.01316, loss: 0.11683, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.11539 sec, avg_samples: 96.0, avg_ips: 831.95557 images/sec.
Type : zipper Train [ Epoch 188/256 iter 3 ] lr: 0.01316, loss: 0.14215, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.07392 sec, avg_samples: 48.0, avg_ips: 649.36311 images/sec.
Type : zipper Train [ Epoch 189/256 iter 1 ] lr: 0.01353, loss: 0.10439, avg_reader_cost: 2.34360 sec, avg_batch_cost: 2.45778 sec, avg_samples: 96.0, avg_ips: 39.05961 images/sec.
Type : zipper Train [ Epoch 189/256 iter 2 ] lr: 0.01353, loss: 0.12248, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.11609 sec, avg_samples: 96.0, avg_ips: 826.94419 images/sec.
Type : zipper Train [ Epoch 189/256 iter 3 ] lr: 0.01353, loss: 0.05529, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.07171 sec, avg_samples: 48.0, avg_ips: 669.34611 images/sec.
Type : zipper Train [ Epoch 190/256 iter 1 ] lr: 0.01390, loss: 0.14205, avg_reader_cost: 2.38928 sec, avg_batch_cost: 2.50205 sec, avg_samples: 96.0, avg_ips: 38.36852 images/sec.
Type : zipper Train [ Epoch 190/256 iter 2 ] lr: 0.01390, loss: 0.11125, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11279 sec, avg_samples: 96.0, avg_ips: 851.10249 images/sec.
Type : zipper Train [ Epoch 190/256 iter 3 ] lr: 0.01390, loss: 0.10721, avg_reader_cost: 0.00036 sec, avg_batch_cost: 0.07300 sec, avg_samples: 48.0, avg_ips: 657.55613 images/sec.
Type : zipper Train [ Epoch 191/256 iter 1 ] lr: 0.01426, loss: 0.13438, avg_reader_cost: 2.36723 sec, avg_batch_cost: 2.48155 sec, avg_samples: 96.0, avg_ips: 38.68551 images/sec.
Type : zipper Train [ Epoch 191/256 iter 2 ] lr: 0.01426, loss: 0.16347, avg_reader_cost: 0.07798 sec, avg_batch_cost: 0.19231 sec, avg_samples: 96.0, avg_ips: 499.19624 images/sec.
Type : zipper Train [ Epoch 191/256 iter 3 ] lr: 0.01426, loss: 0.08430, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.07313 sec, avg_samples: 48.0, avg_ips: 656.32355 images/sec.
Type : zipper Train [ Epoch 192/256 iter 1 ] lr: 0.01463, loss: 0.08812, avg_reader_cost: 2.34246 sec, avg_batch_cost: 2.45635 sec, avg_samples: 96.0, avg_ips: 39.08242 images/sec.
Type : zipper Train [ Epoch 192/256 iter 2 ] lr: 0.01463, loss: 0.08524, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11328 sec, avg_samples: 96.0, avg_ips: 847.43936 images/sec.
Type : zipper Train [ Epoch 192/256 iter 3 ] lr: 0.01463, loss: 0.08419, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.07184 sec, avg_samples: 48.0, avg_ips: 668.18870 images/sec.
Type : zipper Test [ Epoch 192/256 ] test_cost: 6.047394 sec max_auc: 1.00000 roc_auc : 0.997111.
Type : zipper Train [ Epoch 193/256 iter 1 ] lr: 0.01500, loss: 0.09748, avg_reader_cost: 2.30342 sec, avg_batch_cost: 2.41758 sec, avg_samples: 96.0, avg_ips: 39.70908 images/sec.
Type : zipper Train [ Epoch 193/256 iter 2 ] lr: 0.01500, loss: 0.05947, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11263 sec, avg_samples: 96.0, avg_ips: 852.31675 images/sec.
Type : zipper Train [ Epoch 193/256 iter 3 ] lr: 0.01500, loss: 0.09618, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.07117 sec, avg_samples: 48.0, avg_ips: 674.41802 images/sec.
Type : zipper Train [ Epoch 194/256 iter 1 ] lr: 0.01537, loss: 0.09994, avg_reader_cost: 2.45766 sec, avg_batch_cost: 2.57221 sec, avg_samples: 96.0, avg_ips: 37.32196 images/sec.
Type : zipper Train [ Epoch 194/256 iter 2 ] lr: 0.01537, loss: 0.10718, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.11667 sec, avg_samples: 96.0, avg_ips: 822.85793 images/sec.
Type : zipper Train [ Epoch 194/256 iter 3 ] lr: 0.01537, loss: 0.07666, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.07180 sec, avg_samples: 48.0, avg_ips: 668.48156 images/sec.
Type : zipper Train [ Epoch 195/256 iter 1 ] lr: 0.01574, loss: 0.09213, avg_reader_cost: 2.29460 sec, avg_batch_cost: 2.41323 sec, avg_samples: 96.0, avg_ips: 39.78078 images/sec.
Type : zipper Train [ Epoch 195/256 iter 2 ] lr: 0.01574, loss: 0.10057, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11298 sec, avg_samples: 96.0, avg_ips: 849.73565 images/sec.
Type : zipper Train [ Epoch 195/256 iter 3 ] lr: 0.01574, loss: 0.13684, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.07246 sec, avg_samples: 48.0, avg_ips: 662.39144 images/sec.
Type : zipper Train [ Epoch 196/256 iter 1 ] lr: 0.01610, loss: 0.05276, avg_reader_cost: 2.48538 sec, avg_batch_cost: 2.60093 sec, avg_samples: 96.0, avg_ips: 36.90988 images/sec.
Type : zipper Train [ Epoch 196/256 iter 2 ] lr: 0.01610, loss: 0.12466, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.11644 sec, avg_samples: 96.0, avg_ips: 824.46360 images/sec.
Type : zipper Train [ Epoch 196/256 iter 3 ] lr: 0.01610, loss: 0.11083, avg_reader_cost: 0.00031 sec, avg_batch_cost: 0.07389 sec, avg_samples: 48.0, avg_ips: 649.63341 images/sec.
Type : zipper Train [ Epoch 197/256 iter 1 ] lr: 0.01647, loss: 0.08109, avg_reader_cost: 2.50642 sec, avg_batch_cost: 2.62403 sec, avg_samples: 96.0, avg_ips: 36.58496 images/sec.
Type : zipper Train [ Epoch 197/256 iter 2 ] lr: 0.01647, loss: 0.10236, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.11569 sec, avg_samples: 96.0, avg_ips: 829.81410 images/sec.
Type : zipper Train [ Epoch 197/256 iter 3 ] lr: 0.01647, loss: 0.20005, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.07413 sec, avg_samples: 48.0, avg_ips: 647.51895 images/sec.
Type : zipper Train [ Epoch 198/256 iter 1 ] lr: 0.01684, loss: 0.15708, avg_reader_cost: 2.35452 sec, avg_batch_cost: 2.47055 sec, avg_samples: 96.0, avg_ips: 38.85778 images/sec.
Type : zipper Train [ Epoch 198/256 iter 2 ] lr: 0.01684, loss: 0.08489, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.11502 sec, avg_samples: 96.0, avg_ips: 834.64584 images/sec.
Type : zipper Train [ Epoch 198/256 iter 3 ] lr: 0.01684, loss: 0.18509, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.07256 sec, avg_samples: 48.0, avg_ips: 661.48607 images/sec.
Type : zipper Train [ Epoch 199/256 iter 1 ] lr: 0.01720, loss: 0.11905, avg_reader_cost: 2.33805 sec, avg_batch_cost: 2.45451 sec, avg_samples: 96.0, avg_ips: 39.11163 images/sec.
Type : zipper Train [ Epoch 199/256 iter 2 ] lr: 0.01720, loss: 0.10047, avg_reader_cost: 0.00041 sec, avg_batch_cost: 0.11766 sec, avg_samples: 96.0, avg_ips: 815.91159 images/sec.
Type : zipper Train [ Epoch 199/256 iter 3 ] lr: 0.01720, loss: 0.17741, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.07560 sec, avg_samples: 48.0, avg_ips: 634.88136 images/sec.
Type : zipper Train [ Epoch 200/256 iter 1 ] lr: 0.01756, loss: 0.16628, avg_reader_cost: 2.34079 sec, avg_batch_cost: 2.45761 sec, avg_samples: 96.0, avg_ips: 39.06240 images/sec.
Type : zipper Train [ Epoch 200/256 iter 2 ] lr: 0.01756, loss: 0.18562, avg_reader_cost: 0.08281 sec, avg_batch_cost: 0.19839 sec, avg_samples: 96.0, avg_ips: 483.89127 images/sec.
Type : zipper Train [ Epoch 200/256 iter 3 ] lr: 0.01756, loss: 0.22859, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.07222 sec, avg_samples: 48.0, avg_ips: 664.65259 images/sec.
Type : zipper Test [ Epoch 200/256 ] test_cost: 5.898311 sec max_auc: 1.00000 roc_auc : 0.987658.
Type : zipper Train [ Epoch 201/256 iter 1 ] lr: 0.01793, loss: 0.13464, avg_reader_cost: 2.53992 sec, avg_batch_cost: 2.65447 sec, avg_samples: 96.0, avg_ips: 36.16542 images/sec.
Type : zipper Train [ Epoch 201/256 iter 2 ] lr: 0.01793, loss: 0.19276, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11323 sec, avg_samples: 96.0, avg_ips: 847.82835 images/sec.
Type : zipper Train [ Epoch 201/256 iter 3 ] lr: 0.01793, loss: 0.11312, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.07213 sec, avg_samples: 48.0, avg_ips: 665.44786 images/sec.
Type : zipper Train [ Epoch 202/256 iter 1 ] lr: 0.01829, loss: 0.12674, avg_reader_cost: 2.56420 sec, avg_batch_cost: 2.69180 sec, avg_samples: 96.0, avg_ips: 35.66389 images/sec.
Type : zipper Train [ Epoch 202/256 iter 2 ] lr: 0.01829, loss: 0.12812, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.11739 sec, avg_samples: 96.0, avg_ips: 817.81568 images/sec.
Type : zipper Train [ Epoch 202/256 iter 3 ] lr: 0.01829, loss: 0.20817, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.07253 sec, avg_samples: 48.0, avg_ips: 661.83617 images/sec.
Type : zipper Train [ Epoch 203/256 iter 1 ] lr: 0.01864, loss: 0.18928, avg_reader_cost: 2.44582 sec, avg_batch_cost: 2.56091 sec, avg_samples: 96.0, avg_ips: 37.48669 images/sec.
Type : zipper Train [ Epoch 203/256 iter 2 ] lr: 0.01864, loss: 0.13447, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11780 sec, avg_samples: 96.0, avg_ips: 814.96699 images/sec.
Type : zipper Train [ Epoch 203/256 iter 3 ] lr: 0.01864, loss: 0.14448, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.07207 sec, avg_samples: 48.0, avg_ips: 666.00701 images/sec.
Type : zipper Train [ Epoch 204/256 iter 1 ] lr: 0.01900, loss: 0.13270, avg_reader_cost: 1.70202 sec, avg_batch_cost: 1.81737 sec, avg_samples: 96.0, avg_ips: 52.82346 images/sec.
Type : zipper Train [ Epoch 204/256 iter 2 ] lr: 0.01900, loss: 0.16194, avg_reader_cost: 0.04372 sec, avg_batch_cost: 0.15729 sec, avg_samples: 96.0, avg_ips: 610.32379 images/sec.
Type : zipper Train [ Epoch 204/256 iter 3 ] lr: 0.01900, loss: 0.18306, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.07343 sec, avg_samples: 48.0, avg_ips: 653.70234 images/sec.
Type : zipper Train [ Epoch 205/256 iter 1 ] lr: 0.01935, loss: 0.20226, avg_reader_cost: 2.25330 sec, avg_batch_cost: 2.37078 sec, avg_samples: 96.0, avg_ips: 40.49306 images/sec.
Type : zipper Train [ Epoch 205/256 iter 2 ] lr: 0.01935, loss: 0.12644, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11466 sec, avg_samples: 96.0, avg_ips: 837.24735 images/sec.
Type : zipper Train [ Epoch 205/256 iter 3 ] lr: 0.01935, loss: 0.15798, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.07516 sec, avg_samples: 48.0, avg_ips: 638.67381 images/sec.
Type : zipper Train [ Epoch 206/256 iter 1 ] lr: 0.01971, loss: 0.12832, avg_reader_cost: 2.54704 sec, avg_batch_cost: 2.66443 sec, avg_samples: 96.0, avg_ips: 36.03018 images/sec.
